78.67	78.11	236.15	244.46	251.11	241.13	252.78
78.67	78.67	237.81	242.80	251.11	241.13	249.45
78.11	78.67	231.16	241.13	256.10	236.15	251.11
78.67	78.67	227.83	241.13	251.11	239.47	251.11
78.67	78.11	234.48	241.13	257.76	237.81	251.11
78.11	78.11	231.16	239.47	249.45	237.81	249.45
78.67	78.67	232.82	241.13	252.78	236.15	249.45
78.11	78.11	229.49	241.13	249.45	234.48	244.46
78.67	78.67	234.48	244.46	247.79	244.46	251.11
69.80	61.49	222.84	224.51	237.81	236.15	221.18
59.83	62.05	196.23	201.22	204.55	214.53	211.20
59.28	62.05	196.23	201.22	207.88	216.19	209.54
59.28	62.05	192.91	194.57	202.89	214.53	212.86
59.28	62.05	179.60	194.57	202.89	216.19	212.86
58.72	62.05	181.27	197.90	207.88	216.19	214.53
59.28	61.49	181.27	191.24	199.56	211.20	209.54
58.72	61.49	176.28	189.58	202.89	214.53	211.20
58.17	60.94	181.27	189.58	202.89	212.86	207.88
57.62	60.39	207.88	189.58	202.89	212.86	211.20
57.62	59.83	234.48	237.81	239.47	232.82	239.47
77.56	76.45	236.15	241.13	244.46	237.81	247.79
78.11	77.01	234.48	244.46	246.12	232.82	244.46
77.56	77.01	231.16	241.13	236.15	234.48	247.79
78.11	77.56	232.82	242.80	249.45	237.81	246.12
78.11	76.45	232.82	242.80	244.46	237.81	247.79
78.11	76.45	231.16	241.13	246.12	234.48	246.12
78.11	76.45	234.48	234.48	247.79	237.81	246.12
78.67	77.01	232.82	239.47	242.80	237.81	244.46
78.11	77.01	236.15	229.49	239.47	214.53	226.17
70.36	68.70	232.82	229.49	234.48	217.85	226.17
72.57	77.56	236.15	244.46	232.82	216.19	226.17
71.47	75.90	229.49	234.48	231.16	219.52	227.83
71.47	77.56	232.82	241.13	237.81	221.18	226.17
72.02	77.56	232.82	242.80	236.15	224.51	224.51
70.91	68.70	199.56	202.89	204.55	206.21	202.89
70.36	60.94	199.56	199.56	207.88	199.56	199.56
69.80	61.49	199.56	197.90	201.22	197.90	199.56
69.80	61.49	192.91	201.22	206.21	197.90	201.22
69.80	60.94	191.24	197.90	201.22	196.23	201.22
69.80	58.72	194.57	199.56	194.57	194.57	201.22
69.25	60.94	196.23	197.90	202.89	194.57	196.23
68.70	59.83	191.24	194.57	199.56	192.91	196.23
68.70	59.28	191.24	197.90	231.16	197.90	204.55
70.91	75.90	234.48	242.80	247.79	234.48	247.79
79.22	77.01	236.15	242.80	246.12	234.48	254.44
79.22	75.90	231.16	244.46	244.46	239.47	257.76
79.78	77.56	236.15	244.46	247.79	237.81	261.09
79.78	77.01	239.47	244.46	254.44	232.82	261.09
79.78	77.56	234.48	244.46	247.79	239.47	259.43
80.33	78.11	234.48	244.46	247.79	237.81	261.09
79.22	77.01	236.15	242.80	244.46	237.81	257.76
79.22	77.56	229.49	242.80	244.46	236.15	259.43
79.78	77.56	226.17	244.46	244.46	239.47	256.10
79.78	77.01	229.49	244.46	246.12	241.13	256.10
79.78	78.67	232.82	241.13	246.12	237.81	254.44
78.67	77.01	231.16	239.47	247.79	234.48	252.78
