26.5	25	39	3	6.3	49	2	1.5
26.5	24.6	41	3	3.6	49	2	1.5
25.7	24.9	37	1	2	30	2	0
25.9	24.6	38	3	3.3	22	2	0.5
26.2	24.6	36	3	1.5	22	2	0.8
24.3	24.3	42	5	3	29	3	1
24.3	24.3	42	5	1.3	29	3	1
26.4	25.4	37	2	2.2	22	3	0.8
26.8	25.5	37	2	1.7	22	3	0.5
25.6	24.9	38	0.5	2.1	30	2	1
25.9	24.9	39	0.5	2.2	30	2	1
24.1	25.6	38	0.5	2.4	25	3	2
24.2	25.7	39	0.5	1	25	3	2
27.7	25.4	39	0	2.4	28	2	1.5
27.6	25.2	39	0	1	28	2	1.5
27.4	26.2	39	4	2.2	27	3	1
27	26	37	0	7.3	30	3	1
27.6	26.3	38	0	5.3	30	3	1.5
24.8	24.2	38	0.8	3.9	22	2	1.5
25	24	40	0.8	2.8	22	2	1.5
28.5	25.3	38	0.5	0.9	22	3	1
28.3	25	39	0.5	0.9	22	3	1
24.6	23.6	40	1.5	2.3	30	3	1
24.5	23.6	39	1.5	2.2	30	3	1
25.7	24.9	37	1	2	31	3	0.3
24.5	23.7	37	2.5	2.2	27	3	0.5
24.5	23.7	37	2.5	2.4	27	3	0.5
25.9	24	38	1.5	3.6	15	3	1.5
25.9	24	38	1.5	3.6	15	3	1
25.5	24.9	39	2	3	25	3	0.3
25.2	24.7	39	2	2.2	25	3	0.3
27.3	26.6	36	9.5	4.5	22	3	1.5
26.3	26.2	38	0	4.1	29	3	0.5
26.2	26.2	39	1.5	1.2	29	3	0.5
24.5	23.7	37	1.5	2.2	33	3	1.3
24.5	23.7	37	1.5	2.4	33	3	1.3
26.9	24.8	37	5.5	1.9	32	2	0.5
26	24.8	36	5.5	2.4	32	2	0.5
26.8	26	37	0	5.5	25	2	0.5
25.3	26	37	0	2.8	25	2	0.5
