24.8	24.9	43	0.5	2	68	2	1.5
24.8	24.9	43	0.5	2.5	68	2	0
23.5	22.9	40	0	3	41	2	0.8
24.8	24.2	41	0.5	2	41	2	0.8
23.7	23	43	4.5	5.6	21	2	0
23.7	23	43	4.5	6.7	21	2	0
22.3	21.9	42	2.5	7	31	2	0.5
22.6	21.9	42	2.5	10	31	2	0.5
24.3	23.6	43	0.5	2.9	30	3	1
23.6	23.2	39	2	3	25	2	1
23.6	23.2	39	2	4	25	2	1
23.9	23.5	41	2	6	35	2	0.8
23.9	23.4	42	2	6.6	35	2	0.8
25.5	25	40	2.5	3	17	3	2
25.1	24.3	40	3	3	25	2	1
25.1	24.2	41	3	2.5	25	2	1
24.8	24.8	42	4	2.3	17	2	1
24.2	24.2	42	4	2.6	17	2	1
24.6	24.5	41	2	2.4	25	2	0.8
24.8	24.5	42	2	1.1	25	2	0.8
21.8	22	42	2.5	4	19	3	1
23.2	22.4	41	2.5	5.5	19	3	1
25.8	24.8	38	1.5	3	15	2	0.8
25.6	24.6	38	1.5	3	15	2	0.8
25.5	24.2	38	3.5	4	22	3	0.8
25.4	24.2	38	3.5	4.5	22	3	0.8
25	24.2	40	2.5	3.5	25	3	0.5
25	24.2	40	2.5	2	25	3	0.3
25.8	24.7	42	3	4.5	19	3	0.5
25.7	24.7	40	3	6	19	3	1
25.7	24.9	44	1	2	31	2	0.3
26	25.2	42	7	6.4	31	2	0.3
25.8	25.2	43	7	12.3	31	2	0.3
24.6	23.6	42	1	2.1	30	3	0.8
25	25.2	41	0.5	1.9	35	2	0.8
25.1	25.2	42	0.5	2.1	35	2	0.5
25.6	24.9	40	1.5	2.1	34	3	1
25.6	24.9	41	1.5	2.2	34	3	1
25.1	24.4	42	3	2.4	23	3	1
24.8	24.1	42	3	3.6	23	3	1
26.2	26.1	43	2.5	3.2	25	2	0.5
26.2	26.1	42	2.5	2.4	25	2	0.8
25.3	24.6	38	1	2.3	36	3	1
25.5	24.6	39	1	1.1	36	3	1
25.6	25.7	45	2.5	5.4	26	2	0.8
25.2	24.4	48	2.5	7.4	26	2	0.5
25	24	38	0	2.6	26	2	1
25	24	38	0	1.7	26	2	0.5
25	24	39	2	3.1	44	2	1
26.6	25	39	2	3.5	44	2	0.5
24.8	24.6	41	1.5	2.4	39	2	0.8
24.8	24.6	41	1.5	2.7	39	2	0.8
24.5	23	42	2.5	2.1	30	2	0.5
24.6	24.2	38	1	2	29	2	1
25.1	24.6	38	1	2	29	2	1
25.7	24.9	44	1	2	31	2	0.5
25.7	24.5	42	1	2.5	31	2	0
25.5	24.2	41	4	2.3	30	2	1
25.5	24.2	42	4	2.1	30	2	1
24.9	24	40	0	3.6	30	3	0.5
25.8	25.8	45	4.5	2.7	28	3	2
26.1	26.1	43	4.5	2.1	28	3	1
23	24.6	44	2	1.9	30	2	1
23	24.9	43	2	2.7	30	2	1
24.9	24	42	4.5	8.1	29	2	0
24.9	24	41	4.5	7.4	29	2	0.5
25.2	23.8	37	2	3.7	28	3	1.5
25.2	23.9	38	2	1.9	28	3	1
25.2	24	40	0	1.7	30	3	1.5
24.6	24	40	0	2.1	30	3	0.5
24.4	24.3	40	2.5	2.6	24	2	1
24.6	24.4	40	2.5	1.6	24	2	1
25.6	25.1	38	2	1.7	29	2	0.5
25.6	25.1	38	2	1.2	29	2	0
24.3	24	38	1.5	3.3	22.5	3	1.5
24.3	24	38	1.5	3.2	22.5	3	1
25.9	25.2	40	2	2.1	28	3	1
25	25	42	2	2.3	27	3	1
25.8	25.8	37	0.5	9.3	25	2	0.5
25.9	25.8	37	0.5	9.7	25	2	0.5
24.8	23	38	1	1.9	28	2	1
24.6	24.5	41	0.5	2.1	18	3	1.5
24.9	24.6	41	0.5	1.5	18	3	1
26	24.1	37	3	3	23	2	1
26	24.3	38	3	2.4	23	2	2
25	23.9	40	0.5	3.6	23	2	1
25.1	24.2	40	2	2	19	2	0.8
25.6	22.9	38	1.5	5.4	26	3	0.8
25.9	23	37	1.5	4.6	26	3	0.8
26.2	24.1	41	1.5	5.4	25	3	1.5
25.4	24.2	38	1.5	5.5	25	3	1.5
25.5	24.7	40	2	2.2	25	3	2
25.4	23.6	41	1.5	3.4	34	2	1
25.4	23.6	41	1.5	2.7	34	2	1
25	24.8	39	3	2.6	32	3	0.5
25	24.7	38	3	2.2	32	3	0.8
27.2	26.7	40	3	3.5	30	2	0.5
29.3	27	37	3	3	30	2	0.5
27.2	26.1	40	2	1.8	30	2	0.8
25.2	24.1	42	5.5	6	29	2	1
25	24.2	41	5.5	4.1	29	2	1
25.6	23	42	2.5	6	30	2	1
25.6	23	42	2.5	9	30	2	1
26.1	25	40	3	6.5	29	2	0.8
25.9	24.9	41	3	6.5	29	2	0.5
26.2	25.5	41	4	2.5	30	2	0.8
26.5	25.5	42	4	2.7	30	2	0.5
25.7	23	41	5	3	29	2	2
24.5	23.6	41	2	2.2	37	3	1
24.6	23.6	41	2	2.3	37	3	1
