1441.00	-2.80
1441.00	-3.20
1441.00	-3.20
1441.00	-3.60
1360.00	-4.00
1360.00	-4.00
1360.00	-4.40
1360.00	-5.20
1711.00	-5.60
1711.00	-5.60
1711.00	-6.00
1711.00	-6.40
1933.00	-5.60
1933.00	-5.20
1933.00	-4.80
1933.00	-4.40
1874.00	-3.60
1874.00	-3.60
1874.00	-2.80
1874.00	-2.40
1792.00	-2.40
1792.00	-2.00
1792.00	-2.00
1792.00	-3.50
1513.00	-3.50
1513.00	-3.80
1513.00	-4.10
1513.00	-4.60
1498.00	-5.20
1498.00	-5.10
1498.00	-5.10
1498.00	-5.10
1504.00	-5.10
1504.00	-4.20
1504.00	-3.00
1504.00	-2.30
1502.00	-0.80
1502.00	-0.80
1502.00	-0.80
1502.00	-1.60
1575.00	-2.00
1575.00	-2.80
1575.00	-2.40
1575.00	-2.40
1770.00	-3.20
1770.00	-4.40
1770.00	-5.20
1770.00	-6.90
1561.00	-8.40
1561.00	-9.60
1561.00	-10.80
1561.00	-11.30
1555.00	-12.80
1555.00	-13.10
1555.00	-13.30
1555.00	-13.30
2033.00	-14.10
2033.00	-14.00
2033.00	-12.70
2033.00	-12.00
2085.00	-11.30
2085.00	-10.80
2085.00	-10.10
2085.00	-10.50
2040.00	-11.00
2040.00	-12.00
2040.00	-12.40
2040.00	-12.90
2213.00	-14.00
2213.00	-14.50
2213.00	-15.00
2213.00	-15.30
1755.00	-15.80
1755.00	-16.00
1755.00	-16.10
1755.00	-16.30
1805.00	-16.50
1805.00	-16.60
1805.00	-12.40
1805.00	-12.80
2082.00	-12.80
2082.00	-11.60
2082.00	-10.80
2082.00	-8.80
1884.00	-8.40
1884.00	-7.20
1884.00	-6.80
1884.00	-6.80
1935.00	-7.20
1935.00	-7.20
1935.00	-6.80
1935.00	-6.80
1700.00	-6.40
1700.00	-6.40
1700.00	-6.00
1700.00	-7.00
1700.00	-6.60
1700.00	-6.50
1700.00	-6.30
1700.00	-6.10
1497.00	-6.00
1497.00	-5.80
1497.00	-5.60
1497.00	-5.30
1559.00	-5.00
1559.00	-4.30
1559.00	-3.80
1559.00	-3.50
1570.00	-2.70
1570.00	-2.30
1570.00	-2.00
1570.00	-1.30
1508.00	-1.00
1508.00	-1.00
1508.00	-0.90
1508.00	-0.50
1588.00	-0.40
1588.00	-0.30
1588.00	-0.30
1588.00	0.00
1454.00	0.20
1454.00	0.30
1454.00	0.30
1454.00	0.50
1296.00	0.60
1296.00	0.70
1296.00	0.60
1296.00	0.60
1435.00	0.60
1435.00	1.00
1435.00	1.30
1435.00	1.30
1463.00	1.20
1463.00	1.30
1463.00	1.20
1463.00	1.00
1548.00	0.30
1548.00	0.00
1548.00	0.80
1548.00	0.40
1562.00	0.40
1562.00	-0.40
1562.00	-0.80
1562.00	-2.00
1405.00	-2.30
1405.00	-2.70
1405.00	-2.90
1405.00	-3.20
1398.00	-3.40
1398.00	-3.60
