85.64	80.00	82.89	91.00	97.00	105.50	109.50	110.60
76.67	89.29	82.00	91.13	97.71	107.00	108.25	109.40
87.60	77.50	84.38	90.00	95.83	105.00	105.00	105.00
153.43	97.75	105.30	100.00	104.57	110.56	111.50	113.20
141.43	111.00	94.00	95.63	101.29	107.63	112.75	110.83
114.00	86.33	88.75	95.00	98.00	105.38	111.75	111.00
80.00	79.29	85.63	90.88	95.86	100.25	112.75	111.80
73.45	76.60	88.22	93.14	99.14	107.29	118.00	117.50
99.92	103.00	95.63	101.57	106.29	109.63	114.25	113.40
80.54	95.33	91.11	98.50	103.00	108.43	116.25	116.20
79.13	83.50	87.40	94.10	99.11	109.67	115.00	113.67
81.22	72.38	83.73	93.75	100.50	108.89	114.25	113.50
76.85	75.83	83.91	93.11	99.50	109.78	116.75	114.50
91.38	99.00	89.10	97.38	103.00	112.57	118.00	116.40
123.69	115.33	92.90	100.00	108.00	117.00	121.50	120.20
160.00	121.00	105.40	108.40	114.00	120.40	126.00	123.75
372.25	125.50	109.50	114.00	124.00	131.50	134.00	141.00
122.50	151.00	112.33	118.33	125.00	131.67	138.50	146.00
114.50	134.00	115.00	119.67	127.33	132.33	140.00	150.00
132.00	127.00	109.00	113.50	120.00	129.25	142.00	149.00
130.00	122.00	108.75	112.50	119.00	129.50	143.50	148.50
133.25	97.00	107.75	121.33	131.00	138.00	157.00	162.00
96.63	109.00	108.50	117.25	124.50	134.00	157.00	162.00
92.78	109.00	114.33	120.67	125.67	135.33	157.00	162.00
99.75	133.00	120.00	123.67	129.00	136.67	156.00	162.00
84.44	113.50	105.60	117.00	125.25	133.00	155.00	161.00
